location_name,cause_name,measure,number_change_1990_2019,age_structure_contribution,age_structure_contribution_Q1,age_structure_contribution_Q3,population_size_contribution,population_size_contribution_Q1,population_size_contribution_Q3,all_other_reasons_contribution,all_other_reasons_contribution_Q1,all_other_reasons_contribution_Q3,number_attributed_to_age_structure,number_attributed_to_age_structure_Q1,number_attributed_to_age_structure_Q3,number_attributed_to_population_size,number_attributed_to_population_size_Q1,number_attributed_to_population_size_Q3,number_attributed_to_all_other_reasons,number_attributed_to_all_other_reasons_Q1,number_attributed_to_all_other_reasons_Q3
Saint Vincent and the Grenadines,Digestive diseases,YLDs,96.9,89.1,161.2,67.5,8.2,-16.4,20.7,2.7,-44.8,11.8,86.3,156.1,65.4,7.9,-15.9,20,2.6,-43.4,11.4
Saint Vincent and the Grenadines,Neurological disorders,YLDs,163.4,58.3,48.6,85.6,31.5,19.3,30.7,10.1,-4.8,20.8,95.3,139.8,79.3,51.5,31.5,50.1,16.6,-7.9,34
Saint Vincent and the Grenadines,Mental disorders,YLDs,381.9,69.2,144,53.4,11.8,-3.6,30,18.9,-40.5,16.7,264.4,203.8,550,45.2,-13.6,114.4,72.3,-154.5,63.6
Saint Vincent and the Grenadines,Substance use disorders,YLDs,109.7,-7.7,-557.3,389.8,84.7,-396.9,815.3,23,-158,107.1,-8.5,-611.1,427.5,92.9,-435.2,894.1,25.2,-173.3,117.5
Saint Vincent and the Grenadines,Diabetes and kidney diseases,YLDs,1009.1,24.5,23.2,25.7,44,43.7,45,31.5,30.5,31.9,247.6,233.8,259.6,443.5,441.3,453.8,317.9,308.2,321.4
Saint Vincent and the Grenadines,Skin and subcutaneous diseases,YLDs,-16.4,3.3,-157,244.5,44.5,-232.1,222.3,52.2,34.7,87.7,-0.5,-40.1,25.7,-7.3,-36.4,38,-8.6,-14.4,-5.7
Saint Vincent and the Grenadines,Musculoskeletal disorders,YLDs,737.4,134.7,-346.8,629.3,-25.7,-290.9,279,-9,-238.4,167.8,993,-2557.2,4641,-189.4,-2145.4,2057.5,-66.2,-1758.1,1237.1
Saint Vincent and the Grenadines,Injuries,YLDs,229.7,137.2,-631.2,770,-17.1,-349.6,316.6,-20.1,-320.4,414.6,315.1,-1449.9,1768.6,-39.3,-803,727.2,-46.1,-736,952.4
Saint Vincent and the Grenadines,Transport injuries,YLDs,25,54.3,51.4,58,31.6,29.9,31.8,14.1,12.1,16.7,13.6,12.8,14.5,7.9,7.5,7.9,3.5,3,4.2
Saint Vincent and the Grenadines,Self-harm and interpersonal violence,YLDs,25.5,17.8,11.4,21.6,46.9,43.4,46.3,35.3,32.1,45.2,4.5,2.9,5.5,12,11.1,11.8,9,11.5,8.2
Saint Vincent and the Grenadines,Unintentional injuries,YLDs,179.2,-63.6,-727.2,694.3,74.5,-299.6,309.9,89.1,-294.8,517.3,-114,-1303.4,1244.4,133.5,-536.9,555.5,159.8,-528.3,927.2
Saint Vincent and the Grenadines,Sense organ diseases,YLDs,331.6,60.7,56.5,67.7,23.8,21.5,27,15.5,10.8,16.5,201.2,187.3,224.4,78.8,71.4,89.5,51.6,35.7,54.7
Suriname,All causes,YLDs,29898.1,22.6,14.7,27.1,79.5,68.5,98.4,-2.2,-13,4.4,6771.7,4381.8,8114,23780.6,20480.6,29412.5,-654.3,-3896.2,1303.5
Suriname,"Communicable, maternal, neonatal, and nutritional diseases",YLDs,2579.7,-4.9,-20.9,4.8,95.9,133.8,79.8,9,-12.9,15.4,-126.4,-539.4,124.3,2473.9,2057.6,3451.8,232.2,-332.7,397.8
Suriname,HIV/AIDS and sexually transmitted infections,YLDs,328.2,141,-544.6,978.5,34.4,18.4,92.1,-75.4,-896.8,552.5,462.8,-1787.5,3211.5,113,302.3,60.3,-247.6,-2943.6,1813.5
Suriname,Respiratory infections and tuberculosis,YLDs,162.2,-20.2,-1.9,-61.8,164.6,116.9,281.6,-44.4,-119.9,-15,-32.8,-100.2,-3.1,267.1,189.6,456.9,-72,-194.5,-24.3
Suriname,Enteric infections,YLDs,501.7,-41.8,-118.8,-13.1,105.8,185.4,78.1,35.9,33.4,35.1,-209.5,-596.2,-65.9,531,391.7,930.2,180.2,167.7,175.9
Suriname,Neglected tropical diseases and malaria,YLDs,192.3,30.2,24.5,32.9,126,123.9,176.8,-56.2,-101.3,-56.9,58.1,47.1,63.3,242.2,238.3,340,-108,-109.3,-194.8
Suriname,Maternal and neonatal disorders,YLDs,1050.4,-1.9,-7.4,2.9,50.4,47.6,54.9,51.5,49.5,52.4,-20.2,-77.2,30.6,529.6,500.2,577,541,519.6,550.6
Suriname,Nutritional deficiencies,YLDs,314.9,1.1,-46.3,14.2,192.3,126.6,446,-93.3,-299.7,-40.9,3.3,-145.7,44.8,605.4,1404.5,398.8,-293.9,-128.7,-943.8
Suriname,Non-communicable diseases,YLDs,25682.2,25.6,18.8,30,78.3,67.5,98.9,-3.9,-17.7,2.5,6567,4825.9,7702.3,20106.1,17344.4,25411.7,-990.9,-4555.4,635.5
Suriname,Neoplasms,YLDs,274.5,29,17.4,35.8,21.2,14,5.9,49.7,50.2,76.6,79.7,47.9,98.3,58.3,16.3,38.4,136.5,137.8,210.3
Suriname,Cardiovascular diseases,YLDs,976.5,43.9,41.2,46.6,50.4,48.6,59,5.7,-0.2,4.9,429,402,454.9,491.8,474.2,576.6,55.7,-2.1,47.5
Suriname,Chronic respiratory diseases,YLDs,536.5,9.6,14.1,3.3,74.1,62.5,93.7,16.4,23.4,3,51.4,17.7,75.7,397.3,335.1,502.5,87.8,125.8,16.2
Suriname,Digestive diseases,YLDs,707.1,34,30.9,36,60.3,60.3,68.7,5.7,0.4,3.6,240.3,218.7,254.7,426.6,426.7,485.6,40.2,2.8,25.7
Suriname,Neurological disorders,YLDs,1917.3,18.1,11.7,22,79.8,66.3,88.5,2.1,-0.2,11.7,346.2,224.9,422.1,1530.7,1271.2,1696.2,40.3,-3.9,224
Suriname,Mental disorders,YLDs,4709.5,19.1,13.9,23.4,83.1,73.6,87.4,-2.2,-1.3,3,899.9,1102.2,655.4,3911.9,3465.9,4117.4,-102.2,-63.4,141.3
Suriname,Substance use disorders,YLDs,620.4,12.3,18.3,4.9,86.3,65.8,86.7,1.4,15.9,8.4,76.4,113.6,30.4,535.3,408.4,537.9,8.7,52.1,98.4
Suriname,Diabetes and kidney diseases,YLDs,5520.3,37.4,35,40.4,34.3,33,36,28.3,26.6,29,2063.4,1930,2231.9,1892.9,1821.4,1987.9,1564,1467,1602.3
Suriname,Skin and subcutaneous diseases,YLDs,872.6,-0.4,-13.5,7.3,96.7,120.7,82.7,3.7,-7.2,10,-3.3,-118.2,63.7,843.9,1053.6,721.3,32,-62.8,87.5
Suriname,Musculoskeletal disorders,YLDs,4718.9,37.6,33.7,40.8,59.9,57.7,62.5,2.5,1.5,3.8,1774.6,1589,1923.9,2824.6,2723,2948.8,119.7,181.2,72
Suriname,Injuries,YLDs,1636.2,35.5,30.4,39,97.9,123.7,84.6,-33.4,-23.6,-54.1,581.3,497.1,637.8,1601.3,1384.9,2024.7,-546.4,-386.6,-885.7
Suriname,Transport injuries,YLDs,396.9,40.9,39.3,42.5,62,57.8,68.9,-3,-0.4,-8.2,162.5,156,168.9,246.2,229.6,273.4,-11.8,-1.6,-32.5
Suriname,Self-harm and interpersonal violence,YLDs,73.8,26,22.7,28.7,-15.2,-22.1,-3.3,89.2,74.6,99.4,19.2,16.7,21.2,-11.2,-16.3,-2.5,65.8,55.1,73.3
Suriname,Unintentional injuries,YLDs,1165.5,28.6,22.8,32.3,84.7,75.1,95.9,-13.4,-18.6,-7.4,333.8,265.3,376.1,987.5,1117.4,875.2,-155.8,-217.2,-85.8
Suriname,Sense organ diseases,YLDs,2223.8,43.2,41.8,44.5,49.4,46.3,53.8,7.4,4.3,9.3,960.4,930.1,989,1099.4,1028.6,1196.9,163.9,206.1,96.7
Trinidad and Tobago,All causes,YLDs,55462.3,75.5,135.2,59.3,32.4,31.5,33.3,-7.9,-68.5,9.2,41862.1,32872.8,74959.4,17988.6,17467.6,18469.9,-4388.4,-37967,5122
Trinidad and Tobago,"Communicable, maternal, neonatal, and nutritional diseases",YLDs,509.9,61.9,-415.7,425.6,-32.9,-868.4,1137.2,71,-621.5,542.8,315.5,-2119.8,2170.1,-167.9,-4428.2,5798.7,362.3,-3169,2768
Trinidad and Tobago,HIV/AIDS and sexually transmitted infections,YLDs,658.7,46.5,42.9,53.3,47,47.8,51.4,6.5,-4.7,9.3,306.4,282.8,351,309.8,314.9,338.8,42.5,-31,61
Trinidad and Tobago,Respiratory infections and tuberculosis,YLDs,-92.5,1.1,-145.8,124.6,120.4,-288.5,598,-21.5,-352.3,263.9,-1,-115.2,134.8,-111.3,-553.1,266.8,19.8,-244.1,325.8
Trinidad and Tobago,Enteric infections,YLDs,726.8,1.4,-37,12.8,27.7,17.9,29.4,71,119.1,57.8,9.9,-268.7,93.1,201,129.7,213.9,515.9,419.8,865.7
Trinidad and Tobago,Neglected tropical diseases and malaria,YLDs,56,50.2,47.9,53.5,42.5,40.3,44.8,7.3,1.7,11.8,28.1,26.8,29.9,23.8,22.6,25.1,4.1,1,6.6
Trinidad and Tobago,Maternal and neonatal disorders,YLDs,371.5,157.1,-699.5,1134.2,-37.6,-461,360.8,-19.5,-573.2,438.7,583.7,-2599.1,4214,-139.8,-1712.9,1340.6,-72.3,-2129.6,1630
Trinidad and Tobago,Nutritional deficiencies,YLDs,-1081.5,31.3,17.6,42.1,-68.8,-157.6,-388.5,137.5,240,446.4,-338,-190.1,-455.3,744.1,1704.5,4201.7,-1487.6,-2596,-4827.9
Trinidad and Tobago,Non-communicable diseases,YLDs,51998.6,77,143,60.2,35.7,12.8,33.6,-12.7,-55.8,6.2,40046.8,31315.6,74351.4,18553.3,17471.1,6674.3,-6601.5,-29027.1,3211.9
Trinidad and Tobago,Neoplasms,YLDs,872,-71,-988.8,1249.4,82.9,-431.7,455.4,88.1,-717.7,633.4,-619.4,-8622.4,10895,723.2,-3764.7,3970.7,768.3,-6258.3,5523.6
Trinidad and Tobago,Cardiovascular diseases,YLDs,2350.3,52.8,50.6,56.3,30.9,31.7,32.3,16.3,12,17.1,1240.1,1189.6,1323.9,726.8,745.5,759.5,383.4,280.9,401.1
Trinidad and Tobago,Chronic respiratory diseases,YLDs,469.8,24.7,23.1,25.8,38.7,37.5,40.9,36.6,36,36.7,116.1,108.7,121.1,181.7,176.3,192.2,172.1,168.9,172.4
Trinidad and Tobago,Digestive diseases,YLDs,1394.3,53.3,49.7,58.7,37.6,35.6,37.1,9.2,13.3,5.7,742.5,692.8,818,523.9,497,516.7,127.9,184.8,79.3
Trinidad and Tobago,Neurological disorders,YLDs,2912.6,51.2,43.4,78.2,64.5,47.2,94.3,-15.7,-72.6,9.4,1492.2,1263.4,2278.7,1877.9,1376.1,2747.8,-457.5,-2114,273.1
Trinidad and Tobago,Mental disorders,YLDs,6219.6,46.4,41.3,58.5,54,46.6,61.8,-0.4,-20.3,12.1,2887.4,2571.5,3637.8,3357.5,2898.5,3846.1,-25.4,-1264.3,749.6
Trinidad and Tobago,Substance use disorders,YLDs,924.5,36.8,33,41.7,39.7,40.6,45.7,23.4,12.6,26.4,340.6,305,385.6,367.2,375.2,422.8,216.7,116.1,244.2
Trinidad and Tobago,Diabetes and kidney diseases,YLDs,14464,10.1,-1.7,15.7,49.5,47.6,53.4,40.4,36.6,48.3,1456.3,-247.4,2276.6,7157.3,6891.8,7721.8,5850.3,5295.7,6989.6
Trinidad and Tobago,Skin and subcutaneous diseases,YLDs,606.7,-7.7,-238,17.4,87.9,409.8,51.4,19.8,-71.8,31.3,-46.7,-1443.8,105.4,533.2,2486.1,311.6,120.2,-435.6,189.7
Trinidad and Tobago,Musculoskeletal disorders,YLDs,11567.2,106.1,320,71.9,13.3,-57.7,25,-19.3,-162.3,3,12267.1,37013.4,8317.4,1533.4,-6677.2,2897.1,-2233.3,-18769,352.8
Trinidad and Tobago,Injuries,YLDs,2953.8,108.7,446.6,63.4,58.6,135.2,45.7,-67.3,-481.8,-9.1,3210.4,13191.5,1872.9,1732.2,1349.5,3992.8,-1988.9,-14230.5,-268.6
Trinidad and Tobago,Transport injuries,YLDs,749.7,77.9,111,64.8,33.4,31.8,39.2,-11.3,-4,-42.8,583.9,485.7,832.3,250.3,238.2,294,-84.6,-29.9,-320.8
Trinidad and Tobago,Self-harm and interpersonal violence,YLDs,441,29.9,28.7,30.9,34.8,32,33.8,35.3,37.1,37.5,132,126.6,136.4,153.5,141,149,155.5,163.6,165.4
Trinidad and Tobago,Unintentional injuries,YLDs,1763,73.1,124.4,59.8,46.7,41.3,63.5,-19.8,-1.1,-87.9,1288.5,1054.8,2193.4,822.8,1119.3,727.9,-348.4,-1549.6,-19.7
Trinidad and Tobago,Sense organ diseases,YLDs,5587.4,58,54,63.7,27.6,26.8,32,14.4,14,9.5,3241.8,3019.9,3559.1,1539.5,1496.4,1786.5,806.1,532,781
Puerto Rico,All causes,YLDs,104534.8,106.2,-957.3,1114.9,-7,-578.2,684.7,0.7,-436.7,372.6,111064.6,-1000674.5,1165420.3,-7288.9,-604423.3,715725.5,759.1,-456462.2,389483.8
Puerto Rico,"Communicable, maternal, neonatal, and nutritional diseases",YLDs,-3815.2,30.9,29.4,32.1,29,24.7,29.6,40.1,41,43.2,-1177.7,-1122.7,-1226.1,-1108.3,-1128.2,-940.5,-1529.1,-1564.2,-1648.6
Puerto Rico,HIV/AIDS and sexually transmitted infections,YLDs,-723.1,18.8,13.7,22.1,25.6,20.4,25.2,55.6,52.6,65.9,-136,-160.2,-99.2,-184.8,-147.2,-182.4,-402.3,-380.5,-476.7
Puerto Rico,Respiratory infections and tuberculosis,YLDs,-862.2,32.7,31,36.4,65.8,69.4,83.2,1.4,-0.4,-19.7,-282.3,-267.6,-314.1,-567.6,-597.9,-717.6,-12.3,169.5,3.3
Puerto Rico,Enteric infections,YLDs,3417.7,34.8,34.3,35.4,41.8,43.1,43.1,23.5,21.5,22.6,1188.4,1172.5,1209.6,1427.4,1472,1473.4,801.8,736,771.7
Puerto Rico,Neglected tropical diseases and malaria,YLDs,-1112.3,50.3,47.9,53.6,38,36.5,37,11.7,15.6,9.3,-559.6,-533,-596.3,-422.2,-406.1,-412.1,-130.4,-103.9,-173.2
Puerto Rico,Maternal and neonatal disorders,YLDs,-694.1,105.4,353.7,66.8,38,28.5,32.9,-43.3,-282.2,0.3,-731.4,-2454.8,-463.4,-263.5,-197.9,-228.6,300.9,-2,1958.7
Puerto Rico,Nutritional deficiencies,YLDs,-3517.6,14.6,-0.2,20.1,3.9,-9.7,13.2,81.5,109.9,66.6,-513.1,-707.8,6.5,-137.7,-465.9,342.4,-2866.9,-2343.9,-3866.5
Puerto Rico,Non-communicable diseases,YLDs,101496.1,123.4,-1016.3,1188,-24.2,-860,706.4,0.8,-228,409.9,125296.5,-1031529,1205785,-24596.7,-872878.6,716977.9,796.3,-231410.3,416047.2
Puerto Rico,Neoplasms,YLDs,3666,5.2,-9.5,12.7,58.2,52.6,67,36.6,34.7,42.5,192.2,-346.8,464.8,2133.3,1929.2,2454.7,1340.5,1272.1,1558.1
Puerto Rico,Cardiovascular diseases,YLDs,6981.4,70,61.1,87.7,17.7,22.1,6.9,12.3,16.8,5.4,4887.5,4266.5,6123,1235.6,1545.3,482.3,858.3,1169.7,376.1
Puerto Rico,Chronic respiratory diseases,YLDs,-2281.1,46.4,42.6,53.1,36.1,36,36.8,17.6,10.9,20.5,-1057.4,-1211.2,-972.7,-823.1,-820.9,-840.2,-400.5,-249,-468.1
Puerto Rico,Digestive diseases,YLDs,1824.9,66.5,58.1,84.7,19.5,26.3,8.5,14.1,15.5,6.8,1212.7,1061.1,1545.7,355.3,154.4,480.5,256.9,124.8,283.3
Puerto Rico,Neurological disorders,YLDs,4030.7,105.6,-346.8,433.6,4.7,-196.8,260.9,-10.3,-136.9,185.9,4256.5,-13977.9,17479.3,190.4,-7931.8,10515.2,-416.2,-5516.7,7493.5
Puerto Rico,Mental disorders,YLDs,4035.1,68.8,176.5,50.8,5.3,-89.4,27.9,25.8,12.9,21.3,2777.1,2051.4,7121.7,214.9,-3608,1124.4,1043,521.3,859.3
Puerto Rico,Substance use disorders,YLDs,-2923.3,146.9,-597.4,854.7,111.4,-253.9,354.7,-158.3,-1109.5,951.3,-4295.7,-24987,17464.1,-3256.3,-10369.1,7421.2,4628.7,-27808.6,32432.8
Puerto Rico,Diabetes and kidney diseases,YLDs,40003.3,21.6,18.7,23.6,48,46.8,50.4,30.4,29.7,30.9,8622.9,7468.7,9429.3,19217.5,18702.1,20162.5,12162.9,11871.9,12372.1
Puerto Rico,Skin and subcutaneous diseases,YLDs,-530.1,31.1,19.6,42.3,24.1,17.5,29,44.8,40.2,51.3,-164.8,-104,-224,-127.8,-154,-92.8,-237.5,-213.3,-272.2
Puerto Rico,Musculoskeletal disorders,YLDs,24379.5,103.6,-1222,1196.7,-10.4,-714.6,905.1,6.8,-382.1,416.9,25265.7,-297911.2,291747.2,-2540.7,-174217.9,220659,1654.5,-93149.8,101631.7
Puerto Rico,Injuries,YLDs,6853.8,134.8,-442.8,624.2,-22,-298.6,273.7,-12.8,-225.5,269.2,9239.5,-30351.8,42779.2,-1509.6,-20467.2,18757.6,-876.1,-15458.2,18448.1
Puerto Rico,Transport injuries,YLDs,-1100.8,50.7,49,52.9,36.5,34.3,34.3,12.7,12.8,16.6,-558.6,-539.9,-582.5,-402.1,-377.4,-377.7,-140.1,-140.9,-183.1
Puerto Rico,Self-harm and interpersonal violence,YLDs,189.6,62.3,54.4,76.8,23.8,16.6,26.7,13.9,18.8,6.7,118.1,103.2,145.6,45.2,31.4,50.7,26.4,12.6,35.7
Puerto Rico,Unintentional injuries,YLDs,7764.9,4,-21.6,13.1,58.8,55.2,78.9,37.3,31.7,42.8,307.3,-1680.7,1014.5,4562.4,4288.4,6123.7,2895.3,2462,3322
Puerto Rico,Sense organ diseases,YLDs,15356.6,62.9,57.1,73.7,20.8,14,25.1,16.3,12.3,17.7,9660.9,11310.9,8772.9,3192.4,2154.3,3858.8,2503.3,1891.4,2724.9
United States Virgin Islands,All causes,YLDs,3276.6,-34,-496.1,479.7,85.8,-260.3,426.9,48.2,-119.4,169.2,-1114.4,-16254.6,15717.1,2812.5,-8527.8,13986.6,1578.5,-3912.6,5544.7
United States Virgin Islands,"Communicable, maternal, neonatal, and nutritional diseases",YLDs,-97,33.9,31.3,41.6,40.7,30.9,33.6,25.4,27.5,35.1,-32.8,-30.4,-40.4,-39.4,-29.9,-32.5,-24.7,-26.6,-34
United States Virgin Islands,HIV/AIDS and sexually transmitted infections,YLDs,10,12.3,-144.9,226.6,-15.9,-356.7,592.1,103.6,-718.7,601.6,1.2,-14.5,22.6,-1.6,-35.6,59.1,10.4,-71.8,60.1
United States Virgin Islands,Respiratory infections and tuberculosis,YLDs,-22.7,41.3,-75.6,130.1,6.6,-285.2,511.2,52.1,-335.6,255.1,-9.4,-29.5,17.1,-1.5,-115.9,64.7,-11.8,-57.9,76.1
United States Virgin Islands,Enteric infections,YLDs,79.9,35.4,34.6,36.5,46.4,47.7,57.3,18.2,15.9,8.1,28.3,27.6,29.1,37,38.1,45.8,14.6,12.7,6.4
United States Virgin Islands,Neglected tropical diseases and malaria,YLDs,2.9,55.9,51.8,62,32.1,29.1,31.3,12,16.9,8.9,1.6,1.5,1.8,0.9,0.8,0.9,0.3,0.3,0.5
United States Virgin Islands,Maternal and neonatal disorders,YLDs,-37.2,87.8,231.5,64.4,20.6,2.7,24.1,-8.4,-134.2,11.4,-32.7,-24,-86.2,-7.7,-1,-9,3.1,-4.2,50
United States Virgin Islands,Nutritional deficiencies,YLDs,-120.3,7.4,-59.6,17.8,2.3,-95.9,13.9,90.2,255.5,68.4,-9,-21.4,71.7,-2.8,-16.7,115.5,-108.6,-307.5,-82.2
United States Virgin Islands,Non-communicable diseases,YLDs,3243.2,-42.3,-423.4,306.1,92.2,-135.5,353.6,50,-70.7,169.8,-1370.4,-13731,9928.9,2990.8,-4393.4,11467.6,1622.8,-2292.3,5506.6
United States Virgin Islands,Neoplasms,YLDs,180.5,25.5,24.3,26.5,41.6,41.1,42.3,32.9,32.4,33.4,46,43.8,47.8,75.1,74.2,76.4,59.3,58.5,60.4
United States Virgin Islands,Cardiovascular diseases,YLDs,201.5,84.1,133.9,67.6,8.6,-22.7,17.7,7.4,-11.2,14.7,169.4,136.2,269.9,17.3,-45.7,35.7,14.8,-22.7,29.6
United States Virgin Islands,Chronic respiratory diseases,YLDs,35.7,25,-4.5,41.2,21.4,-77.9,162.7,53.7,-103.8,182.4,8.9,-1.6,14.7,7.6,-27.8,58.1,19.2,-37.1,65.1
United States Virgin Islands,Digestive diseases,YLDs,63.4,79.7,153.8,60.7,9.3,-61.3,15.2,11,24.1,7.6,50.5,38.5,97.5,5.9,-38.9,9.6,7,15.3,4.8
United States Virgin Islands,Neurological disorders,YLDs,115.8,81.1,-354.6,572.6,13.7,-238.1,141,5.2,-234.5,313.6,93.8,-410.6,663,15.9,-275.7,163.3,6,-271.5,363.1
United States Virgin Islands,Mental disorders,YLDs,155.8,61.9,-155.6,231.9,14,-195.4,289.2,24.1,-33.6,63.5,96.5,-242.5,361.4,21.8,-304.5,450.7,37.5,-52.3,99
United States Virgin Islands,Substance use disorders,YLDs,35.4,49.8,-23.8,140.6,9.1,-115.9,99.9,41.1,24,75.3,17.6,-8.4,49.7,3.2,-41,35.3,14.5,26.6,8.5
United States Virgin Islands,Diabetes and kidney diseases,YLDs,1088.9,27,26.1,27.9,43.1,42.4,43.7,29.9,29.7,30.2,294.3,284.7,303.9,469,462.1,475.5,325.6,322.9,328.7
United States Virgin Islands,Skin and subcutaneous diseases,YLDs,-6.6,32.8,52.2,9.7,27.2,-39.2,118.2,40,-27.8,87,-2.2,-0.6,-3.4,-1.8,-7.7,2.6,-2.6,-5.7,1.8
United States Virgin Islands,Musculoskeletal disorders,YLDs,738.2,120.6,-846,936,-22.8,-551.5,684.1,2.2,-284.5,261.9,890.3,-6244.9,6909.8,-168,-4071.4,5049.7,15.9,-2100.2,1933.3
United States Virgin Islands,Injuries,YLDs,130.4,135.1,-380.7,731.3,-10.9,-286.9,215.3,-24.2,-344.4,265.3,176.2,-496.4,953.6,-14.3,-374.1,280.8,-31.6,-449.1,346
United States Virgin Islands,Transport injuries,YLDs,-21.9,64.6,58.6,74.7,32.9,33.2,35.5,2.5,-7.9,5.9,-14.1,-12.8,-16.3,-7.2,-7.3,-7.8,-0.5,-1.3,1.7
United States Virgin Islands,Self-harm and interpersonal violence,YLDs,-0.6,133.4,-806.1,1006.7,21,-119.6,149.2,-54.4,-787.1,756.9,-0.8,-6.1,4.9,-0.1,-0.9,0.7,0.3,-4.6,4.7
United States Virgin Islands,Unintentional injuries,YLDs,152.9,-33.3,-335.7,329.1,82,-151.3,287.9,51.3,-77.8,147.8,-50.9,-513.2,503.1,125.4,-231.3,440.2,78.4,-119,225.9
United States Virgin Islands,Sense organ diseases,YLDs,444.6,60.1,54.9,68.7,22,17.7,24.5,17.8,13.6,20.6,267.3,244.2,305.5,97.9,108.8,78.5,79.3,60.5,91.6
Colombia,All causes,YLDs,2205093.5,41.1,40,42.2,68,63.1,66.1,-9.1,-3.1,-8.2,906668.4,882081.9,929606.6,1499383.7,1391259.6,1457077.8,-200958.6,-181590.9,-68248
Colombia,"Communicable, maternal, neonatal, and nutritional diseases",YLDs,63175.9,-8.9,-54,4.6,166.8,115.9,332,-57.9,-178,-20.5,-5644.8,-34117.3,2895.4,105391,209751.1,73231.5,-36570.3,-112458,-12951
Colombia,HIV/AIDS and sexually transmitted infections,YLDs,11326.3,114.7,288.5,75.5,8.6,-37.6,18.1,-23.3,-150.9,6.3,12990.4,32671.3,8555.7,975.4,-4257,2053.4,-2639.5,-17088,717.1
Colombia,Respiratory infections and tuberculosis,YLDs,14747,10.2,14.5,3.9,86.8,103.3,76.1,3,-7.1,9.4,1500.2,2134.6,569.1,12803.6,11227.8,15228.5,443.2,-1050.6,1384.7
Colombia,Enteric infections,YLDs,5576.6,13.2,-1.2,19.5,127.5,169.8,88.4,-40.7,-68.6,-7.9,737.9,-67.6,1088.2,7108.5,4929.2,9469.6,-2269.8,-3825.4,-440.9
Colombia,Neglected tropical diseases and malaria,YLDs,-5239.2,80.5,117.2,65.3,176.9,129.2,306.3,-157.4,-323.5,-94.5,-4219.2,-3420.9,-6139.4,-9269.2,-16049.5,-6770.9,8249.1,16949.7,4952.5
Colombia,Maternal and neonatal disorders,YLDs,71164.3,-9.7,-15.7,-4.4,48,45.5,55.4,61.7,59,60.3,-6901.2,-11179.3,-3154,34184.8,32362.4,39451.5,43880.7,41955.9,42892.1
Colombia,Nutritional deficiencies,YLDs,-33709.9,14.2,18.4,7.4,-37.6,-30.6,-60.5,123.4,112.1,153.1,-4798,-2484.6,-6214,12673,10304.9,20393,-41584.9,-37800.8,-51618.3
Colombia,Non-communicable diseases,YLDs,2085364.4,41.7,40.3,43.3,59.4,59.1,62.3,-1.1,-5.6,0.6,870018.2,840274.8,903375.4,1239311.8,1231895.2,1299425.3,-23965.6,-117436.3,13194.4
Colombia,Neoplasms,YLDs,28114.8,-20.2,-107.6,3.3,38.6,22.7,31.1,81.6,184.9,65.6,-5679.2,-30243,928.9,10851.1,6377.9,8743.8,22942.9,18442.1,51979.9
Colombia,Cardiovascular diseases,YLDs,64564.9,45.6,44.9,46.4,36.8,36.8,37.4,17.6,16.2,18.3,29451.4,29012.3,29966.3,23733.6,23767.7,24162.2,11379.9,10436.5,11784.9
Colombia,Chronic respiratory diseases,YLDs,39959,34.5,32.2,36.1,81.3,115.9,80,-15.8,-16,-48.1,13786.5,12848.7,14408.3,32498.4,31958.2,46332.5,-6325.9,-19222.1,-6407.5
Colombia,Digestive diseases,YLDs,68493.5,41.9,41,42.9,50.2,48.6,51.9,7.9,10.4,5.2,28703.7,28101.6,29350.4,34398.8,33270.8,35556.3,5391.1,3586.8,7121.1
Colombia,Neurological disorders,YLDs,168504.9,24,18,27.8,86.1,124.2,89.1,-10.1,-16.9,-42.2,40494.7,30401,46872,145015.5,150075,209279.8,-17005.3,-28442.1,-71175.8
Colombia,Mental disorders,YLDs,281659.1,25.4,22.4,27.8,69.4,72.1,80.6,5.2,-3,0.1,71640.5,62992.7,78306.3,195395.4,202943.7,227152.5,14623.2,-8486.2,409
Colombia,Substance use disorders,YLDs,64887.8,23.5,20.7,26.1,63.3,62.1,65.3,13.2,11.8,14,15222.9,13440.3,16949.1,41090.5,40309.1,42385.2,8574.5,7629.6,9062.3
Colombia,Diabetes and kidney diseases,YLDs,288642.1,-57.7,-520.6,251.4,33.5,-13.4,45,124.3,-196.4,634,-166642.5,-1502601.6,725773.5,96605,-38754.9,129861.1,358679.5,-566992.6,1829998.5
Colombia,Skin and subcutaneous diseases,YLDs,58744.9,-4.8,-19.4,3.8,94.1,124.6,78.3,10.7,-5.2,17.9,-2837.7,-11384.1,2236.6,55297.4,45985.1,73170.5,6285.2,-3041.6,10523.2
Colombia,Musculoskeletal disorders,YLDs,562256.8,52.6,47.8,60.7,58.9,63.8,83.5,-11.5,-11.6,-44.3,295888.6,268557.8,341470.9,331237.5,358782.6,469598.4,-64869.3,-248812.4,-65083.6
Colombia,Injuries,YLDs,56553.2,47.9,46.8,49.1,59.9,56.9,62,-7.7,-11.1,-3.7,27069.3,26463.4,27775.4,33852.9,32169.1,35068.6,-4369,-2079.4,-6290.8
Colombia,Transport injuries,YLDs,24289,44.7,44.2,45.3,49.7,46.7,49.4,5.6,5.3,9,10868.2,10742.5,10994,12067.2,11354.7,12002,1353.7,1293.1,2191.8
